state,avg_annual_rain_mm,avg_temp_c,avg_humidity_pct,coastal,mountainous,hazard_label
Uttarakhand,1600,20.93644017532827,60,0,1,Landslide
Maharashtra,1302,28.583141081668316,62,0,0,Flood
Telangana,878,30.36564156790218,56,0,0,Heatwave
Karnataka,1233,26.55637059353074,67,1,0,Flood
Jharkhand,1254,28.770871720962205,72,0,0,Flood
Madhya Pradesh,1005,29.68394824200569,60,0,0,Heatwave
Punjab,530,26.3196771222953,56,0,0,Flood
Haryana,634,27.712157283720657,52,0,0,Heatwave
Delhi,509,29.80621632117497,52,0,0,Heatwave
Kerala,2802,27.66429613738316,78,1,0,Flood
Assam,2767,25.140383408404947,77,0,1,Flood
Bihar,1108,29.546215926614835,68,0,0,Flood
Uttar Pradesh,893,28.345497979984994,52,0,0,Heatwave
Rajasthan,536,31.454402616801435,43,0,0,Drought
Gujarat,658,29.025343984023515,57,1,0,Drought
Odisha,1378,30.31677615079891,73,1,0,Cyclone
Andhra Pradesh,1179,30.560104254323033,73,1,0,Cyclone
Tamil Nadu,862,29.77528537707738,68,1,0,Cyclone
West Bengal,1666,28.28575656982315,80,1,0,Flood
Himachal Pradesh,1271,18.654458860810667,56,0,1,Landslide
Uttarakhand,1619,19.512488682336425,61,0,1,Landslide
Maharashtra,1193,28.698973971147133,62,0,0,Flood
Telangana,941,30.823573100029883,54,0,0,Heatwave
Karnataka,1104,26.433996293336886,68,1,0,Flood
Jharkhand,1298,27.107280434538342,71,0,0,Flood
Madhya Pradesh,1105,29.980321916044886,60,0,0,Heatwave
Punjab,638,26.426895635849963,58,0,0,Flood
Haryana,499,28.272588042907955,49,0,0,Heatwave
Delhi,649,29.338058524039663,46,0,0,Heatwave
Kerala,2789,28.565673467677072,83,1,0,Flood
Assam,2807,25.95913630762967,80,0,1,Flood
Bihar,1240,29.651624906785575,60,0,0,Flood
Uttar Pradesh,878,28.829215493945995,52,0,0,Heatwave
Rajasthan,490,32.35729840950075,46,0,0,Drought
Gujarat,795,30.776864822137348,55,1,0,Drought
Odisha,1344,29.190004656824872,74,1,0,Cyclone
Andhra Pradesh,1233,29.957100515454805,76,1,0,Cyclone
Tamil Nadu,907,29.215489364091038,72,1,0,Cyclone
West Bengal,1809,29.939239083928367,75,1,0,Flood
Himachal Pradesh,1274,18.050264834593797,62,0,1,Landslide
Uttarakhand,1439,19.11239566250981,61,0,1,Landslide
Maharashtra,1255,27.2208098316744,65,0,0,Flood
Telangana,1014,30.494148012151694,56,0,0,Heatwave
Karnataka,1187,26.428952126953213,73,1,0,Flood
Jharkhand,1323,27.951719731420503,73,0,0,Flood
Madhya Pradesh,1055,28.049078244960647,63,0,0,Heatwave
Punjab,736,26.261811134281658,51,0,0,Flood
Haryana,540,27.50983136189728,54,0,0,Heatwave
Delhi,736,29.21209430997735,47,0,0,Heatwave
Kerala,2925,27.72882171988386,85,1,0,Flood
Assam,2953,25.83531499712515,77,0,1,Flood
Bihar,1310,30.656573187239623,61,0,0,Flood
Uttar Pradesh,907,29.295785072801184,53,0,0,Heatwave
Rajasthan,655,32.39040845085843,49,0,0,Drought
Gujarat,937,30.795828991788785,57,1,0,Drought
Odisha,1359,29.94554532393767,81,1,0,Cyclone
Andhra Pradesh,1096,29.25985359048855,70,1,0,Cyclone
Tamil Nadu,1099,30.440943500560042,68,1,0,Cyclone
West Bengal,1783,28.041038613087657,80,1,0,Flood
Himachal Pradesh,1170,18.84748301142451,61,0,1,Landslide
Uttarakhand,1661,20.669299099714948,68,0,1,Landslide
Maharashtra,1060,28.719723232811845,63,0,0,Flood
Telangana,762,29.74182849958704,55,0,0,Heatwave
Karnataka,1209,26.525876749299403,66,1,0,Flood
Jharkhand,1337,27.75526683421794,65,0,0,Flood
Madhya Pradesh,1200,29.94149936128692,61,0,0,Heatwave
Punjab,777,27.493208312714387,55,0,0,Flood
Haryana,499,28.268787824957187,46,0,0,Heatwave
Delhi,538,28.978818359347613,49,0,0,Heatwave
Kerala,3038,27.578180804502317,81,1,0,Flood
Assam,2874,26.46589903083555,81,0,1,Flood
Bihar,1073,29.485585400248922,64,0,0,Flood
Uttar Pradesh,972,28.340803429103577,57,0,0,Heatwave
Rajasthan,419,32.087581510624844,48,0,0,Drought
Gujarat,867,29.97115132321813,54,1,0,Drought
Odisha,1505,30.716130469788272,78,1,0,Cyclone
Andhra Pradesh,1233,29.862623612558547,74,1,0,Cyclone
Tamil Nadu,1080,29.439217644320518,67,1,0,Cyclone
West Bengal,1897,29.875034402317848,73,1,0,Flood
Himachal Pradesh,1341,17.724475971412446,61,0,1,Landslide
Uttarakhand,1604,20.037248088939112,64,0,1,Landslide
Maharashtra,1109,28.738559011980783,69,0,0,Flood
Telangana,941,30.94318769979769,59,0,0,Heatwave
Karnataka,1107,27.186987208678964,73,1,0,Flood
Jharkhand,1355,28.223082810076555,72,0,0,Flood
Madhya Pradesh,1079,29.765382664731803,62,0,0,Heatwave
Punjab,744,26.15599457073002,52,0,0,Flood
Haryana,583,27.049462995899944,46,0,0,Heatwave
Delhi,638,28.43504875987769,51,0,0,Heatwave
Kerala,2863,28.691843440878753,81,1,0,Flood
Assam,2836,26.58643460116832,75,0,1,Flood
Bihar,1144,30.747344806712203,66,0,0,Flood
Uttar Pradesh,930,28.51440810170107,50,0,0,Heatwave
Rajasthan,547,32.206477635810145,47,0,0,Drought
Gujarat,690,29.83041493490146,52,1,0,Drought
Odisha,1478,29.974287840866598,78,1,0,Cyclone
Andhra Pradesh,982,30.89558691658897,76,1,0,Cyclone
Tamil Nadu,951,30.281716566853945,67,1,0,Cyclone
West Bengal,1645,29.05209614490269,82,1,0,Flood
Himachal Pradesh,1270,18.911988926267874,55,0,1,Landslide
Uttarakhand,1651,19.234067064044332,68,0,1,Landslide
Maharashtra,1225,28.600814058327856,65,0,0,Flood
Telangana,823,30.83526910395706,53,0,0,Heatwave
Karnataka,1149,26.430972353140874,73,1,0,Flood
Jharkhand,1197,28.475975945490234,65,0,0,Flood
Madhya Pradesh,1232,28.42816017541475,62,0,0,Heatwave
Punjab,552,27.373560027462524,57,0,0,Flood
Haryana,632,27.492547482397075,53,0,0,Heatwave
Delhi,644,29.354174366935005,54,0,0,Heatwave
Kerala,3004,27.111098074969444,77,1,0,Flood
Assam,2955,25.753314856436393,78,0,1,Flood
Bihar,1152,30.859903804113983,67,0,0,Flood
Uttar Pradesh,980,28.57764876944736,51,0,0,Heatwave
Rajasthan,678,32.32251331835978,46,0,0,Drought
Gujarat,929,29.368482905747452,50,1,0,Drought
Odisha,1352,29.90817709980323,73,1,0,Cyclone
Andhra Pradesh,1016,29.832798887711757,70,1,0,Cyclone
Tamil Nadu,805,30.866976976247887,69,1,0,Cyclone
West Bengal,1669,28.392032539090554,79,1,0,Flood
Himachal Pradesh,1125,17.731955019182198,60,0,1,Landslide
Uttarakhand,1419,19.965932951852785,67,0,1,Landslide
Maharashtra,1169,28.789918450156563,62,0,0,Flood
Telangana,809,29.931359883455297,58,0,0,Heatwave
Karnataka,1065,27.69664151157523,66,1,0,Flood
Jharkhand,1322,27.13649467073119,68,0,0,Flood
Madhya Pradesh,1148,29.15619208331527,64,0,0,Heatwave
Punjab,635,27.81703777564581,54,0,0,Flood
Haryana,577,28.488172769577822,54,0,0,Heatwave
Delhi,702,28.84900023523793,49,0,0,Heatwave
Kerala,3023,28.65392541473563,79,1,0,Flood
Assam,2756,26.48009637143291,78,0,1,Flood
Bihar,1304,29.969288749117492,69,0,0,Flood
Uttar Pradesh,894,28.434254615739356,52,0,0,Heatwave
Rajasthan,691,32.859507144527505,42,0,0,Drought
Gujarat,732,29.58460886512796,59,1,0,Drought
Odisha,1417,30.3235122219691,75,1,0,Cyclone
Andhra Pradesh,1105,29.097549274763647,77,1,0,Cyclone
Tamil Nadu,1047,30.305830286274777,73,1,0,Cyclone
West Bengal,1846,29.221760090655902,73,1,0,Flood
Himachal Pradesh,1307,17.269329511048046,55,0,1,Landslide
Uttarakhand,1520,19.361398809716583,69,0,1,Landslide
Maharashtra,1268,27.811561726431577,62,0,0,Flood
Telangana,952,30.641374665200644,50,0,0,Heatwave
Karnataka,1229,26.788213211552733,70,1,0,Flood
Jharkhand,1186,28.356286893579327,66,0,0,Flood
Madhya Pradesh,1089,29.571976309695366,63,0,0,Heatwave
Punjab,534,27.987573502137796,55,0,0,Flood
Haryana,564,28.44526983309947,49,0,0,Heatwave
Delhi,505,29.171591729179145,45,0,0,Heatwave
Kerala,3021,28.474658904734046,82,1,0,Flood
Assam,2824,26.497277239063532,75,0,1,Flood
Bihar,1301,30.974277579297343,63,0,0,Flood
Uttar Pradesh,1029,29.06616243571723,57,0,0,Heatwave
Rajasthan,478,32.016385001559456,48,0,0,Drought
Gujarat,757,29.088107496941035,57,1,0,Drought
Odisha,1335,29.541914974051032,79,1,0,Cyclone
Andhra Pradesh,1156,29.777254737142904,79,1,0,Cyclone
Tamil Nadu,849,30.32324656365009,73,1,0,Cyclone
West Bengal,1705,28.975440139627583,75,1,0,Flood
Himachal Pradesh,1285,17.541954545672343,55,0,1,Landslide
Uttarakhand,1515,19.120416664957844,63,0,1,Landslide
Maharashtra,1280,27.507385374185933,66,0,0,Flood
Telangana,864,30.246996788853043,51,0,0,Heatwave
Karnataka,1292,26.179482376087357,72,1,0,Flood
Jharkhand,1190,27.280359971347625,68,0,0,Flood
Madhya Pradesh,1235,29.195409337772286,57,0,0,Heatwave
Punjab,541,26.85168926695822,54,0,0,Flood
Haryana,455,28.625728407403148,45,0,0,Heatwave
Delhi,475,28.489716126336916,54,0,0,Heatwave
Kerala,2957,28.07535294293519,79,1,0,Flood
Assam,2724,26.725937617088228,84,0,1,Flood
Bihar,1094,30.375907349233024,60,0,0,Flood
Uttar Pradesh,899,28.79448499112542,54,0,0,Heatwave
Rajasthan,465,31.622434593809494,43,0,0,Drought
Gujarat,781,29.41382652493136,55,1,0,Drought
Odisha,1454,29.193931017204548,78,1,0,Cyclone
Andhra Pradesh,978,29.30736158292579,76,1,0,Cyclone
Tamil Nadu,852,30.481095836685263,67,1,0,Cyclone
West Bengal,1791,29.661141719861796,78,1,0,Flood
Himachal Pradesh,1262,18.43623234032104,62,0,1,Landslide
Uttarakhand,1646,20.89835356680755,65,0,1,Landslide
Maharashtra,1062,27.87503113656075,63,0,0,Flood
Telangana,886,30.88991389708757,53,0,0,Heatwave
Karnataka,1143,26.050747281508244,70,1,0,Flood
Jharkhand,1446,28.069595520777554,73,0,0,Flood
Madhya Pradesh,1230,29.418243987673517,58,0,0,Heatwave
Punjab,521,27.981501230554727,55,0,0,Flood
Haryana,517,27.383973507389396,53,0,0,Heatwave
Delhi,614,29.361117036684544,47,0,0,Heatwave
Kerala,2912,28.36707095134989,84,1,0,Flood
Assam,2760,25.443533581934062,79,0,1,Flood
Bihar,1251,29.928195722146633,69,0,0,Flood
Uttar Pradesh,1007,28.255252419834186,53,0,0,Heatwave
Rajasthan,550,31.690142310937468,49,0,0,Drought
Gujarat,825,29.56201025758551,50,1,0,Drought
Odisha,1328,29.911579454709887,82,1,0,Cyclone
Andhra Pradesh,1120,29.928373093706757,72,1,0,Cyclone
Tamil Nadu,952,29.03712053356199,65,1,0,Cyclone
West Bengal,1814,28.489090549091298,76,1,0,Flood
Himachal Pradesh,1391,18.39769234916907,64,0,1,Landslide
Uttarakhand,1559,20.3813934156415,66,0,1,Landslide
Maharashtra,1318,28.77938875656615,66,0,0,Flood
Telangana,825,29.01980269578939,56,0,0,Heatwave
Karnataka,1100,26.424006819113448,68,1,0,Flood
Jharkhand,1243,28.422016085019532,65,0,0,Flood
Madhya Pradesh,1010,29.825454787613083,58,0,0,Heatwave
Punjab,676,26.79963084726982,57,0,0,Flood
Haryana,659,27.34879141206372,54,0,0,Heatwave
Delhi,582,29.232910078555292,52,0,0,Heatwave
Kerala,3010,28.09651971466655,81,1,0,Flood
Assam,2828,25.407834934168122,82,0,1,Flood
Bihar,1285,30.814579341007466,65,0,0,Flood
Uttar Pradesh,1102,29.282438260327734,56,0,0,Heatwave
Rajasthan,667,31.0930187380786,43,0,0,Drought
Gujarat,657,30.067083852850573,59,1,0,Drought
Odisha,1429,30.34263010171264,78,1,0,Cyclone
Andhra Pradesh,1011,30.1372090965162,70,1,0,Cyclone
Tamil Nadu,866,29.940347096206608,66,1,0,Cyclone
West Bengal,1658,28.0985164620741,77,1,0,Flood
Himachal Pradesh,1182,17.208634006533373,62,0,1,Landslide
Uttarakhand,1455,19.38395920959094,62,0,1,Landslide
Maharashtra,1188,27.247209949839803,64,0,0,Flood
Telangana,775,29.29091905827677,52,0,0,Heatwave
Karnataka,1233,27.672633575911647,70,1,0,Flood
Jharkhand,1328,28.09434516369496,69,0,0,Flood
Madhya Pradesh,1184,28.245954181874428,55,0,0,Heatwave
Punjab,621,26.079662191201773,57,0,0,Flood
Haryana,609,28.228630458262373,54,0,0,Heatwave
Delhi,657,28.881455582058795,46,0,0,Heatwave
Kerala,2784,28.263227578912964,78,1,0,Flood
Assam,2865,25.32754664163077,76,0,1,Flood
Bihar,1265,29.230551009274272,67,0,0,Flood
Uttar Pradesh,861,28.513022570848584,55,0,0,Heatwave
Rajasthan,662,32.780944342033926,41,0,0,Drought
Gujarat,845,30.411233242272246,54,1,0,Drought
Odisha,1456,30.283033223505004,77,1,0,Cyclone
Andhra Pradesh,1053,30.29147564516026,72,1,0,Cyclone
Tamil Nadu,922,30.095595454702607,71,1,0,Cyclone
West Bengal,1656,29.190365491824924,74,1,0,Flood
Himachal Pradesh,1212,18.606663474438463,57,0,1,Landslide
Uttarakhand,1453,20.691674032263347,69,0,1,Landslide
Maharashtra,1304,28.128187111263784,67,0,0,Flood
Telangana,861,29.004418471312054,57,0,0,Heatwave
Karnataka,1297,26.14284507321507,72,1,0,Flood
Jharkhand,1205,27.34915790514224,70,0,0,Flood
Madhya Pradesh,1119,28.014566444130683,62,0,0,Heatwave
Punjab,505,27.437311714729287,50,0,0,Flood
Haryana,554,28.977980945019727,50,0,0,Heatwave
Delhi,490,28.29368101533983,46,0,0,Heatwave
Kerala,2908,28.04299184375224,84,1,0,Flood
Assam,2910,25.810854137061824,76,0,1,Flood
Bihar,1334,30.934023132732687,65,0,0,Flood
Uttar Pradesh,1015,29.625424123425297,50,0,0,Heatwave
Rajasthan,699,32.760313869505325,46,0,0,Drought
Gujarat,683,30.68358773652023,51,1,0,Drought
Odisha,1438,30.295791731993962,76,1,0,Cyclone
Andhra Pradesh,1027,30.010369110161566,70,1,0,Cyclone
Tamil Nadu,978,30.948736202545366,65,1,0,Cyclone
West Bengal,1796,28.083473080833922,81,1,0,Flood
Himachal Pradesh,1332,17.755567360130613,58,0,1,Landslide
Uttarakhand,1494,19.338150343114773,60,0,1,Landslide
Maharashtra,1303,28.807594199439563,62,0,0,Flood
Telangana,1048,30.834646797415335,53,0,0,Heatwave
Karnataka,1026,27.817416722640377,68,1,0,Flood
Jharkhand,1259,27.863402324921907,74,0,0,Flood
Madhya Pradesh,1189,29.39201460506959,64,0,0,Heatwave
Punjab,501,26.681698406617627,55,0,0,Flood
Haryana,556,27.766565233520474,47,0,0,Heatwave
Delhi,710,28.72955995840933,54,0,0,Heatwave
Kerala,2984,28.442273259475744,79,1,0,Flood
Assam,2754,26.074469648222085,77,0,1,Flood
Bihar,1162,29.470400171841185,65,0,0,Flood
Uttar Pradesh,1054,28.20091174521259,54,0,0,Heatwave
Rajasthan,629,32.911289134035044,44,0,0,Drought
Gujarat,851,29.58703934936913,56,1,0,Drought
Odisha,1561,29.675612164337263,73,1,0,Cyclone
Andhra Pradesh,1150,29.44794792620553,79,1,0,Cyclone
Tamil Nadu,956,30.33991794016058,69,1,0,Cyclone
West Bengal,1891,29.67204835542452,73,1,0,Flood
Himachal Pradesh,1147,18.949840686282933,58,0,1,Landslide
Uttarakhand,1478,20.308742236282317,67,0,1,Landslide
Maharashtra,1318,27.30448836252699,68,0,0,Flood
Telangana,831,30.052651314148246,51,0,0,Heatwave
Karnataka,1177,27.0628597634611,73,1,0,Flood
Jharkhand,1328,28.846698022482688,65,0,0,Flood
Madhya Pradesh,1200,28.939151655396508,64,0,0,Heatwave
Punjab,754,27.73544560274892,54,0,0,Flood
Haryana,672,28.90107985652435,48,0,0,Heatwave
Delhi,734,29.615299293564266,46,0,0,Heatwave
Kerala,3006,28.257337677598155,82,1,0,Flood
Assam,2842,25.70389503542946,81,0,1,Flood
Bihar,1263,30.337214923618987,68,0,0,Flood
Uttar Pradesh,967,28.820356324477043,57,0,0,Heatwave
Rajasthan,578,32.81909952141441,45,0,0,Drought
Gujarat,805,29.406024436952563,55,1,0,Drought
Odisha,1573,29.792716365104777,82,1,0,Cyclone
Andhra Pradesh,1024,29.7616187671915,76,1,0,Cyclone
Tamil Nadu,1019,30.703762051233145,65,1,0,Cyclone
West Bengal,1642,29.121998006304715,80,1,0,Flood
Himachal Pradesh,1381,17.298284957958906,60,0,1,Landslide
Uttarakhand,1545,20.175259094359387,64,0,1,Landslide
Maharashtra,1073,28.175991769655628,62,0,0,Flood
Telangana,970,29.422762805612464,54,0,0,Heatwave
Karnataka,1232,26.235879434747407,68,1,0,Flood
Jharkhand,1305,27.647443321310558,71,0,0,Flood
Madhya Pradesh,1147,28.875486227140865,62,0,0,Heatwave
Punjab,586,26.291766494196455,57,0,0,Flood
Haryana,666,27.720973496805,51,0,0,Heatwave
Delhi,763,28.01440260793654,54,0,0,Heatwave
Kerala,3051,27.906523175800622,79,1,0,Flood
Assam,2839,25.315432230735397,75,0,1,Flood
Bihar,1313,30.794635881132034,62,0,0,Flood
Uttar Pradesh,1001,29.18261295244117,51,0,0,Heatwave
Rajasthan,573,32.17201790604802,42,0,0,Drought
Gujarat,843,30.98049196629795,57,1,0,Drought
Odisha,1350,29.61527565341936,76,1,0,Cyclone
Andhra Pradesh,1007,30.500167159201535,77,1,0,Cyclone
Tamil Nadu,1058,30.902621150487175,65,1,0,Cyclone
West Bengal,1860,29.218153026159683,76,1,0,Flood
Himachal Pradesh,1201,18.142161396671035,55,0,1,Landslide
Uttarakhand,1599,20.29387351781738,60,0,1,Landslide
Maharashtra,1266,28.25998263663388,60,0,0,Flood
Telangana,885,30.481948233453107,54,0,0,Heatwave
Karnataka,1150,27.783828747470107,68,1,0,Flood
Jharkhand,1429,28.472678193572694,73,0,0,Flood
Madhya Pradesh,1205,28.466957613343528,60,0,0,Heatwave
Punjab,666,26.342866451120216,57,0,0,Flood
Haryana,673,28.179465400415847,54,0,0,Heatwave
Delhi,738,29.064727734830424,51,0,0,Heatwave
Kerala,2836,27.78130663004443,78,1,0,Flood
Assam,2950,25.55175275420802,79,0,1,Flood
Bihar,1081,29.988902893124383,67,0,0,Flood
Uttar Pradesh,927,29.27743157240825,53,0,0,Heatwave
Rajasthan,620,32.917511448626854,41,0,0,Drought
Gujarat,776,29.407148482079695,58,1,0,Drought
Odisha,1508,30.82073178037689,81,1,0,Cyclone
Andhra Pradesh,1101,29.534147449777915,72,1,0,Cyclone
Tamil Nadu,972,29.92365971069001,69,1,0,Cyclone
West Bengal,1618,29.867040007084327,75,1,0,Flood
Himachal Pradesh,1245,17.017909173407077,55,0,1,Landslide
Uttarakhand,1555,19.15773221079944,69,0,1,Landslide
Maharashtra,1171,28.10164316799984,60,0,0,Flood
Telangana,911,30.13727698313263,51,0,0,Heatwave
Karnataka,1137,26.808953721254664,71,1,0,Flood
Jharkhand,1376,27.854126840775926,69,0,0,Flood
Madhya Pradesh,1055,29.636500931396895,57,0,0,Heatwave
Punjab,501,26.898599818773185,57,0,0,Flood
Haryana,562,28.90423596739823,51,0,0,Heatwave
Delhi,634,29.23922550054005,51,0,0,Heatwave
Kerala,2791,28.2928151568445,78,1,0,Flood
Assam,2724,25.26131453158708,75,0,1,Flood
Bihar,1146,30.67853198295931,64,0,0,Flood
Uttar Pradesh,900,29.449489612738397,58,0,0,Heatwave
Rajasthan,575,32.42310681362932,45,0,0,Drought
Gujarat,694,30.816435194654368,57,1,0,Drought
Odisha,1551,30.216668569573518,74,1,0,Cyclone
Andhra Pradesh,1015,30.841199350389466,70,1,0,Cyclone
Tamil Nadu,954,30.937954606059673,69,1,0,Cyclone
West Bengal,1620,29.272528951479234,82,1,0,Flood
Himachal Pradesh,1345,17.18489372653417,60,0,1,Landslide
Uttarakhand,1438,20.881447718616453,68,0,1,Landslide
Maharashtra,1062,27.264437968965275,69,0,0,Flood
Telangana,990,30.32953596480367,55,0,0,Heatwave
Karnataka,1233,26.90622339056648,65,1,0,Flood
Jharkhand,1431,28.81973095698225,73,0,0,Flood
Madhya Pradesh,1124,28.15365577091469,63,0,0,Heatwave
Punjab,580,27.167530312442974,53,0,0,Flood
Haryana,686,27.01403356069028,48,0,0,Heatwave
Delhi,705,28.801690032845467,52,0,0,Heatwave
Kerala,3008,28.15954906388773,85,1,0,Flood
Assam,2735,25.535743998499314,81,0,1,Flood
Bihar,1156,29.034550779403887,63,0,0,Flood
Uttar Pradesh,1136,29.521054197992065,59,0,0,Heatwave
Rajasthan,595,31.3130201841548,44,0,0,Drought
Gujarat,849,30.9562581430074,59,1,0,Drought
Odisha,1458,29.472628524899854,82,1,0,Cyclone
Andhra Pradesh,1040,29.144514108418377,73,1,0,Cyclone
Tamil Nadu,975,29.47699228289978,65,1,0,Cyclone
West Bengal,1814,28.494939819400074,79,1,0,Flood
Himachal Pradesh,1285,17.94075438124343,58,0,1,Landslide
Uttarakhand,1436,20.62550471081942,65,0,1,Landslide
Maharashtra,1128,27.76779209131889,66,0,0,Flood
Telangana,932,29.475014704458033,57,0,0,Heatwave
Karnataka,1136,27.811875102162354,70,1,0,Flood
Jharkhand,1268,27.67789882862287,70,0,0,Flood
Madhya Pradesh,1096,29.40508822786181,60,0,0,Heatwave
Punjab,751,27.963588845932243,56,0,0,Flood
Haryana,586,28.736560089212276,53,0,0,Heatwave
Delhi,482,29.12521398020684,52,0,0,Heatwave
Kerala,2914,28.960601164510017,77,1,0,Flood
Assam,2887,25.73096294387547,81,0,1,Flood
Bihar,1133,29.604622168060086,64,0,0,Flood
Uttar Pradesh,1119,28.131537492288206,55,0,0,Heatwave
Rajasthan,458,31.69255050601114,48,0,0,Drought
Gujarat,825,30.384977672109294,59,1,0,Drought
Odisha,1498,30.60583379431086,75,1,0,Cyclone
Andhra Pradesh,1241,30.813472509149932,78,1,0,Cyclone
Tamil Nadu,890,29.080365531795913,71,1,0,Cyclone
West Bengal,1617,29.14476416880465,82,1,0,Flood
Himachal Pradesh,1184,18.310652541337376,63,0,1,Landslide
Uttarakhand,1443,19.43900305748243,66,0,1,Landslide
Maharashtra,1130,27.378672784544904,60,0,0,Flood
Telangana,811,29.773310157482992,52,0,0,Heatwave
Karnataka,1123,26.308453697834704,69,1,0,Flood
Jharkhand,1280,27.520898601868225,70,0,0,Flood
Madhya Pradesh,1073,28.150909983289377,62,0,0,Heatwave
Punjab,774,26.102005970621086,53,0,0,Flood
Haryana,718,27.07889072412194,47,0,0,Heatwave
Delhi,638,29.813715523656974,49,0,0,Heatwave
Kerala,3059,28.011807182266914,78,1,0,Flood
Assam,2805,26.59222432613316,76,0,1,Flood
Bihar,1213,30.294598348069474,68,0,0,Flood
Uttar Pradesh,844,28.488668420321407,54,0,0,Heatwave
Rajasthan,402,31.516472240805058,49,0,0,Drought
Gujarat,948,29.03254902358669,51,1,0,Drought
Odisha,1401,30.033976674798975,77,1,0,Cyclone
Andhra Pradesh,1082,30.81202825506514,70,1,0,Cyclone
Tamil Nadu,873,29.744145530971533,65,1,0,Cyclone
West Bengal,1710,28.087644937292016,76,1,0,Flood
Himachal Pradesh,1382,17.23748954426435,57,0,1,Landslide
Uttarakhand,1543,19.823703862185845,68,0,1,Landslide
Maharashtra,1241,27.632462845104314,68,0,0,Flood
Telangana,875,30.304833838914444,57,0,0,Heatwave
Karnataka,1070,27.110245811612405,69,1,0,Flood
Jharkhand,1403,28.09747118021324,71,0,0,Flood
Madhya Pradesh,1001,28.609728008770105,57,0,0,Heatwave
Punjab,570,27.744335546211524,52,0,0,Flood
Haryana,608,27.438772322389266,48,0,0,Heatwave
Delhi,746,28.707391116270657,51,0,0,Heatwave
Kerala,2801,27.075259992651397,84,1,0,Flood
Assam,2777,25.225610107364883,77,0,1,Flood
Bihar,1093,30.812297404303937,65,0,0,Flood
Uttar Pradesh,1121,28.207152452875853,55,0,0,Heatwave
Rajasthan,567,32.75532736621737,45,0,0,Drought
Gujarat,922,29.505966145306328,56,1,0,Drought
Odisha,1537,30.773358600998993,78,1,0,Cyclone
Andhra Pradesh,1053,29.1476075470748,75,1,0,Cyclone
Tamil Nadu,903,29.28294187144912,73,1,0,Cyclone
West Bengal,1815,28.35370056321037,76,1,0,Flood
Himachal Pradesh,1189,18.695445842381897,61,0,1,Landslide
Uttarakhand,1458,19.576587966795802,68,0,1,Landslide
Maharashtra,1161,28.74937218998231,68,0,0,Flood
Telangana,941,29.193646081613434,51,0,0,Heatwave
Karnataka,1191,27.798930588377907,71,1,0,Flood
